Receiver ID, Sender ID, Timestamp, RSSI
1, 3, 26/01/2024 23:23:38 GPS, -83
1, 4, 26/01/2024 23:23:39 GPS, -82
1, 2, 26/01/2024 23:23:39 GPS, -76
1, 5, 26/01/2024 23:23:39 GPS, -77
1, 3, 26/01/2024 23:23:58 GPS, -82
1, 4, 26/01/2024 23:23:58 GPS, -83
1, 2, 26/01/2024 23:23:59 GPS, -75
1, 5, 26/01/2024 23:23:59 GPS, -77
1, 3, 26/01/2024 23:24:18 GPS, -83
1, 4, 26/01/2024 23:24:18 GPS, -82
1, 2, 26/01/2024 23:24:18 GPS, -75
1, 5, 26/01/2024 23:24:19 GPS, -77
1, 3, 26/01/2024 23:24:38 GPS, -82
1, 2, 26/01/2024 23:24:38 GPS, -76
1, 4, 26/01/2024 23:24:38 GPS, -82
1, 5, 26/01/2024 23:24:39 GPS, -77
1, 3, 26/01/2024 23:24:58 GPS, -82
1, 4, 26/01/2024 23:24:58 GPS, -83
1, 2, 26/01/2024 23:24:58 GPS, -75
1, 5, 26/01/2024 23:24:58 GPS, -78
1, 3, 26/01/2024 23:25:18 GPS, -82
1, 2, 26/01/2024 23:25:18 GPS, -75
1, 4, 26/01/2024 23:25:18 GPS, -83
1, 5, 26/01/2024 23:25:18 GPS, -78
1, 3, 26/01/2024 23:25:38 GPS, -82
1, 2, 26/01/2024 23:25:38 GPS, -75
1, 5, 26/01/2024 23:25:38 GPS, -77
1, 3, 26/01/2024 23:25:58 GPS, -82
1, 4, 26/01/2024 23:25:58 GPS, -83
1, 2, 26/01/2024 23:25:58 GPS, -75
1, 5, 26/01/2024 23:25:58 GPS, -77
1, 3, 26/01/2024 23:26:18 GPS, -82
1, 2, 26/01/2024 23:26:18 GPS, -75
1, 4, 26/01/2024 23:26:18 GPS, -83
1, 5, 26/01/2024 23:26:18 GPS, -77
1, 3, 26/01/2024 23:26:38 GPS, -82
1, 2, 26/01/2024 23:26:38 GPS, -76
1, 4, 26/01/2024 23:26:38 GPS, -83
1, 5, 26/01/2024 23:26:38 GPS, -77
1, 3, 26/01/2024 23:26:58 GPS, -82
1, 2, 26/01/2024 23:26:58 GPS, -75
1, 4, 26/01/2024 23:26:58 GPS, -83
1, 5, 26/01/2024 23:26:58 GPS, -77
1, 2, 26/01/2024 23:27:18 GPS, -75
1, 3, 26/01/2024 23:27:18 GPS, -82
1, 4, 26/01/2024 23:27:18 GPS, -82
1, 5, 26/01/2024 23:27:18 GPS, -78
1, 3, 26/01/2024 23:27:38 GPS, -83
1, 2, 26/01/2024 23:27:38 GPS, -75
1, 4, 26/01/2024 23:27:38 GPS, -83
1, 5, 26/01/2024 23:27:38 GPS, -78
1, 3, 26/01/2024 23:27:58 GPS, -83
1, 2, 26/01/2024 23:27:58 GPS, -76
1, 4, 26/01/2024 23:27:58 GPS, -81
1, 5, 26/01/2024 23:27:58 GPS, -78
1, 4, 26/01/2024 23:28:18 GPS, -84
1, 5, 26/01/2024 23:28:18 GPS, -78
1, 3, 26/01/2024 23:28:38 GPS, -80
1, 5, 26/01/2024 23:28:38 GPS, -75
1, 3, 26/01/2024 23:28:58 GPS, -86
1, 2, 26/01/2024 23:28:58 GPS, -78
1, 4, 26/01/2024 23:28:58 GPS, -85
1, 5, 26/01/2024 23:28:58 GPS, -77
1, 3, 26/01/2024 23:29:18 GPS, -91
1, 4, 26/01/2024 23:29:18 GPS, -85
1, 2, 26/01/2024 23:29:18 GPS, -85
1, 5, 26/01/2024 23:29:18 GPS, -77
1, 2, 26/01/2024 23:29:38 GPS, -75
1, 5, 26/01/2024 23:29:38 GPS, -72
1, 2, 26/01/2024 23:29:58 GPS, -78
1, 5, 26/01/2024 23:29:58 GPS, -72
1, 11, 27/01/2024 05:07:33 GPS, -61
1, 10, 27/01/2024 05:07:33 GPS, -69
1, 7, 27/01/2024 05:07:33 GPS, -61
1, 11, 27/01/2024 05:07:33 GPS, -61
1, 7, 27/01/2024 05:07:33 GPS, -60
1, 10, 27/01/2024 05:07:33 GPS, -69
1, 6, 27/01/2024 05:07:33 GPS, -62
1, 7, 27/01/2024 05:07:43 GPS, -62
1, 11, 27/01/2024 05:07:43 GPS, -62
1, 10, 27/01/2024 05:07:43 GPS, -69
1, 7, 27/01/2024 05:07:43 GPS, -59
1, 6, 27/01/2024 05:07:43 GPS, -62
1, 11, 27/01/2024 05:07:43 GPS, -61
1, 10, 27/01/2024 05:07:43 GPS, -70
1, 10, 27/01/2024 05:07:53 GPS, -70
1, 7, 27/01/2024 05:07:53 GPS, -60
1, 3, 27/01/2024 05:07:53 GPS, -72
1, 11, 27/01/2024 05:07:53 GPS, -61
1, 10, 27/01/2024 05:07:53 GPS, -69
1, 7, 27/01/2024 05:07:53 GPS, -62
1, 11, 27/01/2024 05:07:53 GPS, -61
1, 6, 27/01/2024 05:07:53 GPS, -61
1, 2, 27/01/2024 05:07:53 GPS, -60
1, 10, 27/01/2024 05:08:03 GPS, -69
1, 11, 27/01/2024 05:08:03 GPS, -61
1, 3, 27/01/2024 05:08:03 GPS, -72
1, 7, 27/01/2024 05:08:03 GPS, -61
1, 10, 27/01/2024 05:08:03 GPS, -69
1, 11, 27/01/2024 05:08:03 GPS, -61
1, 6, 27/01/2024 05:08:03 GPS, -61
1, 2, 27/01/2024 05:08:03 GPS, -60
1, 10, 27/01/2024 05:08:13 GPS, -70
1, 7, 27/01/2024 05:08:13 GPS, -61
1, 11, 27/01/2024 05:08:13 GPS, -61
1, 2, 27/01/2024 05:08:13 GPS, -60
1, 3, 27/01/2024 05:08:13 GPS, -72
1, 6, 27/01/2024 05:08:13 GPS, -61
1, 10, 27/01/2024 05:08:13 GPS, -70
1, 7, 27/01/2024 05:08:13 GPS, -61
1, 11, 27/01/2024 05:08:13 GPS, -61
