Receiver ID, Sender ID, Timestamp, RSSI
7, 6, 01/01/2000 00:00:37 GPS, -51
7, 6, 01/01/2000 00:00:44 GPS, -51
7, 6, 01/01/2000 00:00:47 GPS, -52
7, 6, 01/01/2000 00:00:53 GPS, -51
7, 6, 01/01/2000 00:01:03 GPS, -52
7, 6, 01/01/2000 00:01:07 GPS, -54
7, 6, 01/01/2000 00:01:17 GPS, -60
7, 6, 01/01/2000 00:01:21 GPS, -78
7, 6, 01/01/2000 00:01:27 GPS, -23
7, 6, 01/01/2000 00:01:41 GPS, -22
7, 6, 01/01/2000 00:01:51 GPS, -21
7, 6, 01/01/2000 00:01:57 GPS, -21
7, 6, 01/01/2000 00:02:01 GPS, -21
7, 6, 01/01/2000 00:02:07 GPS, -21
7, 6, 01/01/2000 00:02:11 GPS, -21
7, 6, 01/01/2000 00:02:17 GPS, -21
7, 6, 01/01/2000 00:02:21 GPS, -21
7, 8, 01/01/2000 00:02:21 GPS, -67
7, 6, 01/01/2000 00:02:27 GPS, -21
7, 8, 01/01/2000 00:02:31 GPS, -70
7, 6, 01/01/2000 00:02:33 GPS, -21
7, 8, 01/01/2000 00:02:35 GPS, -84
7, 6, 01/01/2000 00:02:37 GPS, -21
7, 8, 01/01/2000 00:02:41 GPS, -88
7, 6, 01/01/2000 00:02:43 GPS, -21
7, 6, 01/01/2000 00:02:47 GPS, -21
7, 8, 01/01/2000 00:02:51 GPS, -75
7, 6, 01/01/2000 00:02:57 GPS, -21
7, 8, 01/01/2000 00:02:57 GPS, -69
7, 8, 01/01/2000 00:03:01 GPS, -85
7, 6, 01/01/2000 00:03:03 GPS, -21
7, 8, 01/01/2000 00:03:07 GPS, -75
7, 8, 01/01/2000 00:03:11 GPS, -76
7, 6, 01/01/2000 00:03:13 GPS, -21
7, 8, 01/01/2000 00:03:17 GPS, -78
7, 6, 01/01/2000 00:03:23 GPS, -21
7, 6, 01/01/2000 00:03:29 GPS, -21
7, 6, 01/01/2000 00:03:39 GPS, -19
7, 6, 01/01/2000 00:03:45 GPS, -19
7, 6, 01/01/2000 00:03:49 GPS, -19
7, 6, 01/01/2000 00:03:55 GPS, -19
7, 6, 01/01/2000 00:04:05 GPS, -19
7, 10, 01/01/2000 00:04:05 GPS, -81
7, 10, 01/01/2000 00:04:07 GPS, -66
7, 6, 01/01/2000 00:04:09 GPS, -19
7, 10, 01/01/2000 00:04:11 GPS, -66
7, 6, 01/01/2000 00:04:13 GPS, -19
7, 10, 01/01/2000 00:04:13 GPS, -74
7, 10, 01/01/2000 00:04:15 GPS, -78
7, 10, 01/01/2000 00:04:19 GPS, -72
7, 6, 01/01/2000 00:04:19 GPS, -20
7, 6, 01/01/2000 00:04:23 GPS, -20
7, 10, 01/01/2000 00:04:23 GPS, -74
7, 10, 01/01/2000 00:04:25 GPS, -70
7, 10, 01/01/2000 00:04:27 GPS, -71
7, 10, 01/01/2000 00:04:29 GPS, -72
7, 6, 01/01/2000 00:04:29 GPS, -20
7, 10, 01/01/2000 00:04:31 GPS, -71
7, 10, 01/01/2000 00:04:33 GPS, -77
7, 8, 01/01/2000 00:04:33 GPS, -82
7, 10, 01/01/2000 00:04:35 GPS, -75
7, 10, 01/01/2000 00:04:37 GPS, -73
7, 8, 01/01/2000 00:04:37 GPS, -81
7, 6, 01/01/2000 00:04:39 GPS, -16
7, 10, 01/01/2000 00:04:39 GPS, -71
7, 8, 01/01/2000 00:04:41 GPS, -77
7, 10, 01/01/2000 00:04:41 GPS, -76
7, 6, 01/01/2000 00:04:45 GPS, -16
7, 10, 01/01/2000 00:04:47 GPS, -93
7, 10, 01/01/2000 00:04:49 GPS, -52
7, 10, 01/01/2000 00:04:51 GPS, -45
7, 10, 01/01/2000 00:04:53 GPS, -44
7, 10, 01/01/2000 00:04:55 GPS, -44
7, 10, 01/01/2000 00:04:57 GPS, -45
7, 8, 01/01/2000 00:04:57 GPS, -75
7, 6, 01/01/2000 00:04:59 GPS, -16
7, 10, 01/01/2000 00:04:59 GPS, -45
7, 10, 01/01/2000 00:05:01 GPS, -44
7, 10, 01/01/2000 00:05:03 GPS, -45
7, 10, 01/01/2000 00:05:05 GPS, -44
7, 6, 01/01/2000 00:05:05 GPS, -16
7, 8, 01/01/2000 00:05:07 GPS, -76
7, 10, 01/01/2000 00:05:07 GPS, -45
7, 10, 01/01/2000 00:05:09 GPS, -44
7, 10, 01/01/2000 00:05:11 GPS, -44
7, 6, 01/01/2000 00:05:11 GPS, -16
7, 10, 01/01/2000 00:05:13 GPS, -44
7, 8, 01/01/2000 00:05:13 GPS, -79
7, 6, 01/01/2000 00:05:15 GPS, -16
7, 10, 01/01/2000 00:05:15 GPS, -43
7, 10, 01/01/2000 00:05:17 GPS, -44
7, 10, 01/01/2000 00:05:19 GPS, -44
7, 10, 01/01/2000 00:05:21 GPS, -45
7, 6, 01/01/2000 00:05:21 GPS, -16
7, 10, 01/01/2000 00:05:23 GPS, -44
7, 8, 01/01/2000 00:05:23 GPS, -72
7, 10, 01/01/2000 00:05:25 GPS, -44
7, 6, 01/01/2000 00:05:25 GPS, -16
7, 10, 01/01/2000 00:05:27 GPS, -45
7, 10, 01/01/2000 00:05:29 GPS, -45
7, 10, 01/01/2000 00:05:31 GPS, -44
7, 10, 01/01/2000 00:05:33 GPS, -45
7, 6, 01/01/2000 00:05:35 GPS, -16
7, 10, 01/01/2000 00:05:35 GPS, -44
7, 10, 01/01/2000 00:05:37 GPS, -45
7, 10, 01/01/2000 00:05:39 GPS, -45
7, 10, 01/01/2000 00:05:41 GPS, -44
7, 10, 01/01/2000 00:05:43 GPS, -44
7, 10, 01/01/2000 00:05:45 GPS, -45
7, 6, 01/01/2000 00:05:45 GPS, -16
7, 8, 01/01/2000 00:05:47 GPS, -84
7, 10, 01/01/2000 00:05:47 GPS, -44
7, 10, 01/01/2000 00:05:49 GPS, -44
7, 10, 01/01/2000 00:05:51 GPS, -44
7, 6, 01/01/2000 00:05:51 GPS, -16
7, 10, 01/01/2000 00:05:53 GPS, -44
7, 8, 01/01/2000 00:05:53 GPS, -84
7, 10, 01/01/2000 00:05:55 GPS, -44
7, 6, 01/01/2000 00:05:55 GPS, -16
7, 10, 01/01/2000 00:05:57 GPS, -44
7, 10, 01/01/2000 00:05:59 GPS, -44
7, 8, 01/01/2000 00:05:59 GPS, -77
7, 10, 01/01/2000 00:06:01 GPS, -44
7, 8, 01/01/2000 00:06:03 GPS, -80
7, 10, 01/01/2000 00:06:03 GPS, -44
7, 6, 01/01/2000 00:06:05 GPS, -16
7, 10, 01/01/2000 00:06:05 GPS, -44
7, 10, 01/01/2000 00:06:07 GPS, -44
7, 10, 01/01/2000 00:06:09 GPS, -44
7, 8, 01/01/2000 00:06:09 GPS, -79
7, 10, 01/01/2000 00:06:11 GPS, -44
7, 8, 01/01/2000 00:06:13 GPS, -79
7, 10, 01/01/2000 00:06:13 GPS, -45
7, 6, 01/01/2000 00:06:15 GPS, -16
7, 10, 01/01/2000 00:06:15 GPS, -44
7, 10, 01/01/2000 00:06:17 GPS, -44
7, 10, 01/01/2000 00:06:19 GPS, -45
7, 6, 01/01/2000 00:06:21 GPS, -16
7, 10, 01/01/2000 00:06:21 GPS, -44
7, 10, 01/01/2000 00:06:23 GPS, -44
7, 8, 01/01/2000 00:06:23 GPS, -84
7, 10, 01/01/2000 00:06:25 GPS, -45
7, 10, 01/01/2000 00:06:27 GPS, -44
7, 10, 01/01/2000 00:06:29 GPS, -44
7, 6, 01/01/2000 00:06:31 GPS, -16
7, 10, 01/01/2000 00:06:31 GPS, -44
7, 10, 01/01/2000 00:06:33 GPS, -44
7, 10, 01/01/2000 00:06:35 GPS, -44
7, 10, 01/01/2000 00:06:37 GPS, -44
7, 10, 01/01/2000 00:06:39 GPS, -44
7, 8, 01/01/2000 00:06:39 GPS, -84
7, 10, 01/01/2000 00:06:41 GPS, -44
7, 10, 01/01/2000 00:06:43 GPS, -44
7, 8, 01/01/2000 00:06:43 GPS, -84
7, 10, 01/01/2000 00:06:45 GPS, -44
7, 6, 01/01/2000 00:06:47 GPS, -16
7, 10, 01/01/2000 00:06:47 GPS, -45
7, 10, 01/01/2000 00:06:49 GPS, -45
7, 10, 01/01/2000 00:06:51 GPS, -44
7, 10, 01/01/2000 00:06:53 GPS, -44
7, 6, 01/01/2000 00:06:53 GPS, -16
7, 10, 01/01/2000 00:06:55 GPS, -44
7, 10, 01/01/2000 00:06:57 GPS, -44
7, 10, 01/01/2000 00:06:59 GPS, -44
7, 10, 01/01/2000 00:07:01 GPS, -44
7, 8, 01/01/2000 00:07:03 GPS, -87
7, 10, 01/01/2000 00:07:03 GPS, -40
7, 6, 01/01/2000 00:07:03 GPS, -16
7, 10, 01/01/2000 00:07:05 GPS, -44
7, 6, 01/01/2000 00:07:07 GPS, -16
7, 10, 01/01/2000 00:07:07 GPS, -44
7, 10, 01/01/2000 00:07:09 GPS, -44
7, 10, 01/01/2000 00:07:11 GPS, -44
7, 10, 01/01/2000 00:07:13 GPS, -44
7, 8, 01/01/2000 00:07:13 GPS, -78
7, 10, 01/01/2000 00:07:15 GPS, -44
7, 10, 01/01/2000 00:07:17 GPS, -44
7, 6, 01/01/2000 00:07:17 GPS, -16
7, 8, 01/01/2000 00:07:23 GPS, -82
7, 8, 01/01/2000 00:07:27 GPS, -81
7, 6, 01/01/2000 00:07:27 GPS, -16
7, 6, 01/01/2000 00:07:31 GPS, -16
7, 8, 01/01/2000 00:07:33 GPS, -82
7, 8, 01/01/2000 00:07:39 GPS, -83
7, 6, 01/01/2000 00:07:41 GPS, -16
7, 10, 01/01/2000 00:07:41 GPS, -45
7, 10, 01/01/2000 00:07:43 GPS, -44
7, 10, 01/01/2000 00:07:45 GPS, -43
7, 10, 01/01/2000 00:07:47 GPS, -44
7, 10, 01/01/2000 00:07:49 GPS, -44
7, 10, 01/01/2000 00:07:51 GPS, -45
7, 6, 01/01/2000 00:07:51 GPS, -16
7, 10, 01/01/2000 00:07:53 GPS, -44
7, 8, 01/01/2000 00:07:53 GPS, -82
7, 1, 27/01/2024 05:09:01 GPS, -62
7, 2, 27/01/2024 05:09:01 GPS, -60
7, 10, 27/01/2024 05:09:01 GPS, -73
7, 11, 27/01/2024 05:09:01 GPS, -61
7, 4, 27/01/2024 05:09:01 GPS, -67
7, 3, 27/01/2024 05:09:01 GPS, -63
7, 10, 27/01/2024 05:09:01 GPS, -73
7, 11, 27/01/2024 05:09:01 GPS, -61
7, 5, 27/01/2024 05:09:01 GPS, -85
7, 1, 27/01/2024 05:09:11 GPS, -62
7, 11, 27/01/2024 05:09:11 GPS, -61
7, 2, 27/01/2024 05:09:11 GPS, -60
7, 3, 27/01/2024 05:09:11 GPS, -63
7, 4, 27/01/2024 05:09:11 GPS, -67
7, 9, 27/01/2024 05:09:11 GPS, -62
7, 11, 27/01/2024 05:09:11 GPS, -62
7, 4, 27/01/2024 05:09:21 GPS, -67
7, 9, 27/01/2024 05:09:21 GPS, -62
7, 1, 27/01/2024 05:09:21 GPS, -62
7, 2, 27/01/2024 05:09:21 GPS, -60
7, 10, 27/01/2024 05:09:21 GPS, -73
7, 3, 27/01/2024 05:09:21 GPS, -63
7, 6, 27/01/2024 05:09:21 GPS, -63
7, 4, 27/01/2024 05:09:31 GPS, -67
7, 2, 27/01/2024 05:09:31 GPS, -60
7, 10, 27/01/2024 05:09:31 GPS, -73
7, 9, 27/01/2024 05:09:31 GPS, -62
7, 1, 27/01/2024 05:09:31 GPS, -62
7, 6, 27/01/2024 05:09:31 GPS, -63
7, 4, 27/01/2024 05:09:41 GPS, -67
7, 2, 27/01/2024 05:09:41 GPS, -61
7, 9, 27/01/2024 05:09:41 GPS, -62
7, 11, 27/01/2024 05:09:41 GPS, -62
7, 3, 27/01/2024 05:09:41 GPS, -64
7, 5, 27/01/2024 05:09:41 GPS, -84
7, 1, 27/01/2024 05:09:41 GPS, -62
7, 4, 27/01/2024 05:09:51 GPS, -67
7, 10, 27/01/2024 05:09:51 GPS, -73
7, 11, 27/01/2024 05:09:51 GPS, -61
7, 3, 27/01/2024 05:09:51 GPS, -63
7, 1, 27/01/2024 05:09:51 GPS, -62
7, 6, 27/01/2024 05:09:51 GPS, -63
7, 4, 27/01/2024 05:10:01 GPS, -67
7, 9, 27/01/2024 05:10:01 GPS, -61
7, 11, 27/01/2024 05:10:01 GPS, -61
7, 10, 27/01/2024 05:10:01 GPS, -73
7, 5, 27/01/2024 05:10:01 GPS, -85
7, 3, 27/01/2024 05:10:01 GPS, -63
7, 1, 27/01/2024 05:10:01 GPS, -62
7, 4, 27/01/2024 05:10:11 GPS, -67
7, 9, 27/01/2024 05:10:11 GPS, -62
7, 10, 27/01/2024 05:10:11 GPS, -72
7, 11, 27/01/2024 05:10:11 GPS, -61
7, 3, 27/01/2024 05:10:11 GPS, -63
7, 5, 27/01/2024 05:10:11 GPS, -85
7, 2, 27/01/2024 05:10:11 GPS, -60
7, 9, 27/01/2024 05:10:21 GPS, -63
7, 1, 27/01/2024 05:10:21 GPS, -62
7, 4, 27/01/2024 05:10:21 GPS, -67
7, 10, 27/01/2024 05:10:21 GPS, -72
7, 11, 27/01/2024 05:10:21 GPS, -61
7, 3, 27/01/2024 05:10:21 GPS, -64
7, 5, 27/01/2024 05:10:21 GPS, -85
7, 1, 27/01/2024 05:10:21 GPS, -62
7, 5, 27/01/2024 05:10:31 GPS, -84
7, 4, 27/01/2024 05:10:31 GPS, -67
7, 2, 27/01/2024 05:10:31 GPS, -60
7, 1, 27/01/2024 05:10:31 GPS, -62
7, 10, 27/01/2024 05:10:31 GPS, -72
7, 9, 27/01/2024 05:10:31 GPS, -61
7, 11, 27/01/2024 05:10:31 GPS, -61
7, 6, 27/01/2024 05:10:31 GPS, -64
7, 2, 27/01/2024 05:10:41 GPS, -60
7, 3, 27/01/2024 05:10:41 GPS, -63
7, 9, 27/01/2024 05:10:41 GPS, -62
7, 1, 27/01/2024 05:10:41 GPS, -62
7, 11, 27/01/2024 05:10:41 GPS, -61
7, 3, 27/01/2024 05:10:41 GPS, -63
7, 5, 27/01/2024 05:10:41 GPS, -85
7, 4, 27/01/2024 05:10:51 GPS, -67
7, 9, 27/01/2024 05:10:51 GPS, -62
7, 10, 27/01/2024 05:10:51 GPS, -72
7, 1, 27/01/2024 05:10:51 GPS, -62
7, 3, 27/01/2024 05:10:51 GPS, -63
7, 2, 27/01/2024 05:10:51 GPS, -60
7, 11, 27/01/2024 05:10:51 GPS, -61
7, 4, 27/01/2024 05:10:51 GPS, -67
7, 6, 27/01/2024 05:10:51 GPS, -64
7, 4, 27/01/2024 05:11:01 GPS, -67
7, 1, 27/01/2024 05:11:01 GPS, -62
7, 2, 27/01/2024 05:11:01 GPS, -61
7, 9, 27/01/2024 05:11:01 GPS, -62
7, 5, 27/01/2024 05:11:01 GPS, -83
7, 10, 27/01/2024 05:11:01 GPS, -72
7, 11, 27/01/2024 05:11:01 GPS, -61
7, 3, 27/01/2024 05:11:01 GPS, -63
7, 4, 27/01/2024 05:11:01 GPS, -67
7, 1, 27/01/2024 05:11:11 GPS, -62
7, 2, 27/01/2024 05:11:11 GPS, -61
7, 11, 27/01/2024 05:11:11 GPS, -63
7, 3, 27/01/2024 05:11:11 GPS, -63
7, 9, 27/01/2024 05:11:11 GPS, -61
7, 10, 27/01/2024 05:11:11 GPS, -72
7, 4, 27/01/2024 05:11:11 GPS, -67
7, 5, 27/01/2024 05:11:11 GPS, -81
7, 1, 27/01/2024 05:11:11 GPS, -62
7, 1, 27/01/2024 05:11:24 GPS, -62
7, 5, 27/01/2024 05:11:24 GPS, -82
7, 4, 27/01/2024 05:11:24 GPS, -67
7, 6, 27/01/2024 05:11:24 GPS, -64
7, 2, 27/01/2024 05:11:29 GPS, -61
7, 5, 27/01/2024 05:11:29 GPS, -83
7, 4, 27/01/2024 05:11:29 GPS, -67
7, 11, 27/01/2024 05:11:29 GPS, -61
7, 1, 27/01/2024 05:11:29 GPS, -62
7, 6, 27/01/2024 05:11:29 GPS, -63
7, 10, 27/01/2024 05:11:29 GPS, -72
7, 9, 27/01/2024 05:11:34 GPS, -62
7, 5, 27/01/2024 05:11:34 GPS, -83
7, 2, 27/01/2024 05:11:34 GPS, -60
7, 4, 27/01/2024 05:11:34 GPS, -66
7, 1, 27/01/2024 05:11:34 GPS, -62
7, 3, 27/01/2024 05:11:34 GPS, -63
7, 11, 27/01/2024 05:11:34 GPS, -61
