Receiver ID, Sender ID, Timestamp, RSSI
3, 2, 26/01/2024 23:06:52 GPS, -81
3, 5, 26/01/2024 23:06:52 GPS, -78
3, 4, 26/01/2024 23:06:52 GPS, -84
3, 1, 26/01/2024 23:06:52 GPS, -83
3, 2, 26/01/2024 23:07:12 GPS, -82
3, 1, 26/01/2024 23:07:12 GPS, -82
3, 5, 26/01/2024 23:07:12 GPS, -78
3, 4, 26/01/2024 23:07:12 GPS, -84
3, 1, 26/01/2024 23:07:32 GPS, -82
3, 2, 26/01/2024 23:07:32 GPS, -81
3, 4, 26/01/2024 23:07:32 GPS, -84
3, 5, 26/01/2024 23:07:32 GPS, -79
3, 1, 26/01/2024 23:07:52 GPS, -82
3, 4, 26/01/2024 23:07:52 GPS, -84
3, 5, 26/01/2024 23:07:52 GPS, -79
3, 1, 26/01/2024 23:08:12 GPS, -82
3, 2, 26/01/2024 23:08:12 GPS, -81
3, 4, 26/01/2024 23:08:12 GPS, -83
3, 5, 26/01/2024 23:08:12 GPS, -79
3, 2, 26/01/2024 23:08:32 GPS, -81
3, 4, 26/01/2024 23:08:32 GPS, -83
3, 5, 26/01/2024 23:08:32 GPS, -78
3, 1, 26/01/2024 23:08:52 GPS, -82
3, 2, 26/01/2024 23:08:52 GPS, -81
3, 4, 26/01/2024 23:08:52 GPS, -83
3, 5, 26/01/2024 23:08:52 GPS, -79
3, 1, 26/01/2024 23:09:12 GPS, -83
3, 4, 26/01/2024 23:09:12 GPS, -84
3, 2, 26/01/2024 23:09:12 GPS, -81
3, 5, 26/01/2024 23:09:12 GPS, -78
3, 2, 26/01/2024 23:09:32 GPS, -81
3, 1, 26/01/2024 23:09:32 GPS, -83
3, 5, 26/01/2024 23:09:32 GPS, -78
3, 4, 26/01/2024 23:09:32 GPS, -84
3, 1, 26/01/2024 23:09:52 GPS, -83
3, 2, 26/01/2024 23:09:52 GPS, -81
3, 4, 26/01/2024 23:09:52 GPS, -83
3, 5, 26/01/2024 23:09:52 GPS, -78
3, 2, 26/01/2024 23:10:12 GPS, -81
3, 1, 26/01/2024 23:10:12 GPS, -83
3, 4, 26/01/2024 23:10:12 GPS, -84
3, 5, 26/01/2024 23:10:12 GPS, -78
3, 1, 26/01/2024 23:10:32 GPS, -82
3, 2, 26/01/2024 23:10:32 GPS, -81
3, 5, 26/01/2024 23:10:32 GPS, -78
3, 4, 26/01/2024 23:10:32 GPS, -84
3, 1, 26/01/2024 23:10:53 GPS, -82
3, 5, 26/01/2024 23:10:53 GPS, -78
3, 2, 26/01/2024 23:10:53 GPS, -81
3, 4, 26/01/2024 23:10:53 GPS, -84
3, 1, 26/01/2024 23:11:12 GPS, -82
3, 2, 26/01/2024 23:11:12 GPS, -81
